,comment,comment_id,author_url,author_name,reply_count,like_count,date,vidid,total_reply_counts,vid_title,just_date
0,"Big thumbs up!! Very clearly explained. Really enjoyed it! It would be really appreciated if you could also make some videos to talk about what the real live SQL questions look like, because it seems to me that those real questions are quite different from Leetcode SQL questions (e.g. sometimes we need to come up with metrics to select ourselves, sometimes there is no sample result preview, etc )",Ugx-FYMM1gPsoN3hw1B4AaABAg,http://www.youtube.com/channel/UCr4wD1q2l3_hQEGYcgmLlPA,mintao Wei,0,0,2020-11-25 13:19:04+00:00,Td-cmLfQ7uU,0,Real Data Science SQL Interview Questions and Answers # 1 | Data Science Interview Questions,2020-11-25
1,0:53 This private method earn 5000$ in 2 days https://codz2019.blogspot.com/2020/09/150-case-study.html,Ugw7wRaJzx5-wH4-tt14AaABAg,http://www.youtube.com/channel/UCEu06fgOkZxU2F4Q8APzNHA,Nike Nike,0,0,2020-11-25 08:03:22+00:00,mqc46gdNs4E,0,3 tips to avoid debt for a masters #SHORTS,2020-11-25
2,"Really thank you for this interview! and..I have some questions. 

1. What kind of way for the test? generally  the master's degree need to write thesis for credit and graduate. but how is the MCIT course's test? it's same with other general offline grad schools? or there doesn't write the thesis?

2. Level of difficulty for graduate. I think, the many people will be retire on this program. i want to know the real experience for this level to graduate. when the beginning it can be easy. but I'm afraid the rapidly rising of the level.

3. The degree has same whit offlines? int the coursera site, there says that the degree are same with offlines. but i want to know when I apply for the companies. there doesn't need to reveal to online degree?",Ugws1BT5twvi6Lh108R4AaABAg,http://www.youtube.com/channel/UCk3sYdoFS53UHP_Yyz6lmlw,heskeybi,0,0,2020-11-25 01:47:44+00:00,KsQU_3n0IYE,0,My UPenn MCIT Experience,2020-11-25
3,They've changed the table so now your way is not gonna work. You need to get the maximum or use rank.,Ugyz9y1UGg99d7y4Ko14AaABAg,http://www.youtube.com/channel/UCNP0onnHGAkmSR5IdsGnG8w,Chengzhu Zhang,0,0,2020-11-24 18:31:57+00:00,1u1GT4sdvdA,0,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-11-24
4,Is your first degree is really Doctor ?,Ugwh3sSSgcH__aMEqMF4AaABAg,http://www.youtube.com/channel/UC7waw3QMuxE9zNjw-SI06yg,V.R. SANTHOSH,0,0,2020-11-24 15:58:08+00:00,C8iL4V-y1Qs,0,How I chose my masters degree (as an international student),2020-11-24
5,Super late to the game on this video hah. But just came to say that I use the exact same format for my resume too!,UgxDUphty_Sf4N7Rvtx4AaABAg,http://www.youtube.com/channel/UCW8Ews7tdKKkBT6GdtQaXvQ,Nate at StrataScratch,1,0,2020-11-24 06:35:03+00:00,vx-x-yXXE9I,1,The data science resume that got me my FAANG job (entry level data scientist),2020-11-24
6,Already Planned for the 1st one :-),UgyMBQTuA0WPHvOSj0J4AaABAg,http://www.youtube.com/channel/UCQzUZQ6upYF0t5wyI_ZD9Ww,Vishal Kumar Roy,1,0,2020-11-24 05:15:31+00:00,mqc46gdNs4E,1,3 tips to avoid debt for a masters #SHORTS,2020-11-24
7,"I ended up getting something completely different from both you and the solution and I got it correct.

SELECT business_name,
    review_text
FROM yelp_reviews
WHERE cool =
    (
    SELECT MAX(cool)
    FROM yelp_reviews
    );",UgwJtQd1UFEPA9v9XWR4AaABAg,http://www.youtube.com/channel/UCgVLAdrWcFkPVzdSbTtD_rg,Loubriel Ledesma,1,1,2020-11-24 05:04:22+00:00,1u1GT4sdvdA,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-11-24
8,Video quality?,Ugw_7AfmcoPKTde7q654AaABAg,http://www.youtube.com/channel/UClRl3gsBmUBatYK3Xlm-6jA,ravi tanwar,2,0,2020-11-24 02:49:56+00:00,mqc46gdNs4E,2,3 tips to avoid debt for a masters #SHORTS,2020-11-24
9,"Thanks for the upload! This questions was flagged as ""Hard"", but it definitely seems like an easier one when you are not overthinking it. 
Great solve!",UgzDXgclYCGCfeBvGX54AaABAg,http://www.youtube.com/channel/UCarAmHJnRmeAWOmVDbaVOTA,Adam Jacobson,1,0,2020-11-24 02:33:04+00:00,1u1GT4sdvdA,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-11-24
10,"0:50
girls-for-you.online",UgyFeRSlYtSBU7mn30J4AaABAg,http://www.youtube.com/channel/UC_3rPyxGh8DRGMsTfTzVhRQ,Michael Gonzalez,0,0,2020-11-23 21:07:42+00:00,mqc46gdNs4E,0,3 tips to avoid debt for a masters #SHORTS,2020-11-23
11,"Please accept my connection request on LinkedIn.....
Thanks for all the guidance. Helps a lot.",Ugy0od3AL4OE_UQsIyl4AaABAg,http://www.youtube.com/channel/UCNerhEF8991Yr4iWqOUJuQg,Lakshya Agrawal,1,0,2020-11-23 20:25:17+00:00,mqc46gdNs4E,1,3 tips to avoid debt for a masters #SHORTS,2020-11-23
12,Sorry for the repost! I'm trying out a short form video to answer your questions on what to do if you want to get a masters degree but it's just so expensive. This is what I would do :),Ugzz2pXPPK1F1H0GT-B4AaABAg,http://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,0,1,2020-11-23 20:17:03+00:00,mqc46gdNs4E,0,3 tips to avoid debt for a masters #SHORTS,2020-11-23
13,Unfortunately Quantopian has closed. Do you know any other website to replace it ?,UgyWB42Gs55rhb13ZRl4AaABAg,http://www.youtube.com/channel/UC-PSFo2YrPpMsn0DSMhp_4w,Carlos Ishimwe,6,0,2020-11-23 02:25:41+00:00,_77TxNGR21A,6,Interview with a quant trader,2020-11-23
14,"Can we also use an intersect instead ? 
with used_both as 
(
Select distinct date, user from iphone
intersect 
Select distinct date, user from web
)
select u.date, count(u.user) from used_both u group by u.date order by u.date asc",UgzgPrWz7n43f5UqvyB4AaABAg,http://www.youtube.com/channel/UCY2g24jQi4SVIXB65DdBKBQ,shyam sundar k,1,0,2020-11-23 02:25:24+00:00,Td-cmLfQ7uU,1,Real Data Science SQL Interview Questions and Answers # 1 | Data Science Interview Questions,2020-11-23
15,"Hey there! Solid video, but I just wanted to comment on your opinion with Latex Resumes. From my experience and based on different ATS processors I've tried out, Latex resumes seem to scan well. The source code doesn't determine how well it will scan, because at the end, it's compiled into a PDF. Also, there are a variety of Latex resumes and Software Engineers who have gotten jobs using them, so I'm sure they don't have troubles with processing. Also here's a link to an ATS processor that uses a companies API that is unintentionally public: https://itsjafer.com/#/parser 

Cheers, let me know your thoughts on this :)",UgwnZh2gljaI7ZmNFHd4AaABAg,http://www.youtube.com/channel/UCLHRQ6MjJzuZcJ6dnkqH2QA,mistaman,1,0,2020-11-22 18:59:40+00:00,ndPDXX78wcM,1,The software engineering resume that got me amazon and goldman sachs internship offers,2020-11-22
16,can u link a resume template pls,UgyRJXEUvVzr5rwGRvF4AaABAg,http://www.youtube.com/channel/UCfRnGivBIJjxoCFJ4CQIhug,Ritwik Kumar,2,0,2020-11-21 01:36:26+00:00,vx-x-yXXE9I,2,The data science resume that got me my FAANG job (entry level data scientist),2020-11-21
17,"00:00 Intro
00:46 Building Or Discovery Mindset",Ugzt7Kw3rcunCrC6LaZ4AaABAg,http://www.youtube.com/channel/UCznvXJdrLL7KVDDFMIqbEOA,Marcus Da Realest,1,0,2020-11-20 16:38:52+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-11-20
18,Great vids! Keep up the good work!,Ugx7WVtCQThZKfAPB554AaABAg,http://www.youtube.com/channel/UCh92Sx8_c9A_-M_c0Y5nbng,Fiona Feng,1,0,2020-11-20 14:17:05+00:00,OFJIRSsoK5A,1,SQL Data Science Interview Question Walkthrough | SQL Sundays #6,2020-11-20
19,"Hey Tina just found out about your YouTube channel, thanks for making these types of videos. I have an interview for a position at FAANG and I was wondering if you need to know about data warehousing, etl, and if you’d get asked on more advanced sql topics like indexes, partitioning, optimizing query performance. Also I noticed a lot of your videos focused on sql, is it a big part of the technical interview process?",UgxvFI-uOPQXp1dcXcF4AaABAg,http://www.youtube.com/channel/UCrniHueEz8AOIjsCLzzA-sA,Stephen Nguyen,1,0,2020-11-20 08:26:26+00:00,vaD3ZFFNwhM,1,How I Learned SQL from Scratch in 11 Days for FANG Data Science Interview (includes interview demo),2020-11-20
20,I think ntile(100) is actually doing percentile. Not sure why the test case rank them from 1 - 25.🤨,Ugz-gNFUE1GmagD6zaB4AaABAg,http://www.youtube.com/channel/UCLuU4dZj8WZ3DYjjKYGBXrg,Alice Liu,1,0,2020-11-20 06:03:40+00:00,ZSXjj0HW6Kg,1,Data Science SQL Interview Question Walkthrough (real interview style) | SQL Sundays #8,2020-11-20
21,"Hi Tina, thanks for the video, very informative and definitely gives a lot of quant trader related insights. Would love to see more of this talk-with-the-pros type of content",UgzShzaafKSFoFPSkiN4AaABAg,http://www.youtube.com/channel/UC6IrZH1bgBiKn39YTwX6icw,Otto Alexander,1,0,2020-11-19 04:43:51+00:00,_77TxNGR21A,1,Interview with a quant trader,2020-11-19
22,This was very informative. Thank you for sharing!,Ugxwg-vL71tyO9-4qw54AaABAg,http://www.youtube.com/channel/UC7si_Uxz0lSEn0s7z8SNImA,Cyndy Tangeriney,2,0,2020-11-18 19:19:30+00:00,ndPDXX78wcM,2,The software engineering resume that got me amazon and goldman sachs internship offers,2020-11-18
23,Do I need to have Data Structures and Algorithms knowledge to get into Data scientist  role at FAANG companies?,Ugxgt_Hc9TCdp31JdWZ4AaABAg,http://www.youtube.com/channel/UC7_YREX_SSylfynAqY1Et1Q,Gangadhara Reddy,1,0,2020-11-18 18:25:24+00:00,vaD3ZFFNwhM,1,How I Learned SQL from Scratch in 11 Days for FANG Data Science Interview (includes interview demo),2020-11-18
24,"This is one of the most realistic videos about the quant industry I've seen. They may not have touched on it, but the university you attend also matters. Coming from Canada, you need to attend Waterloo, UofT, or UBC to have the best chance at getting interviewed. 
...
Personally I recommend Waterloo's Computing and Financial Management undergrad. It's basically a double major between computer science and finance with 2 years of co-op. Every big company in US/Canada/China is recruiting nearly every semester. 
...
You've got Jane Street, GTS, Virtu, Citadel, DRW, Hudson River Trading, Capula, Morgan Stanley, HSBC, Goldman, the Canadian banks, etc. 
Plus the smaller quant startups, and the usual suspects: Google (hires 20-75 students per term from Waterloo), Facebook (~10ish), Amazon, Apple, Alibaba, Tencent, Huawei, Tesla, Bloomberg, Microsoft, Darwin AI, and a ton of other tech companies from NY, Silicon Valley, Austin, and Toronto. There's usually about 4000-11,000 job postings per semester for tech.
...
Since y'all always want the pay figures, Citadel and Jane Street usually compete for highest compensation for interns. Pre-covid, it was $81-$83 USD per hour plus the housing stipend ($5000-$10,000 per month).",UgxOm1KJZFG2bEZHEyx4AaABAg,http://www.youtube.com/channel/UCe6E0z0gUCvyAOJQhGIJONg,Jack Barry,1,0,2020-11-18 16:05:47+00:00,_77TxNGR21A,1,Interview with a quant trader,2020-11-18
25,"Yay, I love Overleaf, great for resumes, CVs and writing papers 😊",UgydNLedZE1li2sZhWB4AaABAg,http://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q,Data Professor,3,1,2020-11-18 13:06:30+00:00,ndPDXX78wcM,3,The software engineering resume that got me amazon and goldman sachs internship offers,2020-11-18
26,🔥🔥,UgwGviAkBRg9RMo9as94AaABAg,http://www.youtube.com/channel/UClRl3gsBmUBatYK3Xlm-6jA,ravi tanwar,1,0,2020-11-18 03:48:26+00:00,ndPDXX78wcM,1,The software engineering resume that got me amazon and goldman sachs internship offers,2020-11-18
27,This is very useful thank you so much for this 👍,Ugzupr7DRYfvHYaoAwZ4AaABAg,http://www.youtube.com/channel/UC6LvtZ5R12QFX-jyB0pk7OA,Chinmay Gondhalekar,1,0,2020-11-18 03:47:51+00:00,ndPDXX78wcM,1,The software engineering resume that got me amazon and goldman sachs internship offers,2020-11-18
28,Could you share this format as a sample latex template ?,UgxhVxtj409sncrtg2V4AaABAg,http://www.youtube.com/channel/UCJW6o3VlYnePLLA4EscCPeQ,Saravanakumar .G,2,1,2020-11-17 23:15:50+00:00,ndPDXX78wcM,2,The software engineering resume that got me amazon and goldman sachs internship offers,2020-11-17
29,Goes to show the resume doesn't need to be perfect to land an internship 😉,UgwnBC971R8TzmoVBol4AaABAg,http://www.youtube.com/channel/UCiT9RITQ9PW6BhXK0y2jaeg,Ken Jee,1,4,2020-11-17 21:40:31+00:00,ndPDXX78wcM,1,The software engineering resume that got me amazon and goldman sachs internship offers,2020-11-17
30,"0:22
girls-for-you.online",UgybyL2eAJPkxl4DXvN4AaABAg,http://www.youtube.com/channel/UCTE1kd6BsmtQ48DhHPODgQA,Natalia Mironova,0,0,2020-11-17 21:19:09+00:00,ndPDXX78wcM,0,The software engineering resume that got me amazon and goldman sachs internship offers,2020-11-17
31,"Never knew you worked on a device to treat Parkinson's! I worked on devices on neuro-atypical patients, we should def share",UgytF_d0ijykR-5KCYN4AaABAg,http://www.youtube.com/channel/UC23emuGbNM7twofQIrEgPBQ,Andrew Mo – Six Figure Dream Job,1,2,2020-11-17 21:10:02+00:00,ndPDXX78wcM,1,The software engineering resume that got me amazon and goldman sachs internship offers,2020-11-17
32,Thank you for being open about your mistakes and failures...,UgybtgN262AhQGKvpdR4AaABAg,http://www.youtube.com/channel/UCIdAuBa-6rZ3se9xrTmHuzA,Ranji T,1,4,2020-11-17 21:06:28+00:00,ndPDXX78wcM,1,The software engineering resume that got me amazon and goldman sachs internship offers,2020-11-17
33,What was ur first ds project,Ugya-NPJMMJaXlKkdVx4AaABAg,http://www.youtube.com/channel/UCv91vubSsLhZtp_wpS5FLcQ,Shivansh Singh,2,0,2020-11-17 09:40:49+00:00,2goqyY5XBeI,2,Best Data Science Project to Get an Internship or Job (especially if you have no experience),2020-11-17
34,This is great! I enjoyed hearing your perspective on the differences! Keep up the content!,Ugw4SHKCxbvCSZ0g5Sh4AaABAg,http://www.youtube.com/channel/UCLLw7jmFsvfIVaUFsLs8mlQ,Data Viz by Luke,1,0,2020-11-17 01:16:28+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-11-17
35,"Hi Tina, I was hoping to get your advice on something. Well I'm currently getting my Masters in Engineering Management with a Specilization in Analytics. I beleive that was the best path for me to take since I want to start out as a Data Scientist and eventually scale over to Product Management. This program basically teaches me both skills. However, I've noticed that there are a lot of MS CS and MS DS majors who apply for these majors. Do you think I should change my major to match those or do you think I should remain in the track that I am. I still believe once I am done with the program, I'll have the same skillset as the other majors, I just don't want to get screened out of getting a chance to be interviewed.",UgyqoPdQEaCAyqPsvFt4AaABAg,http://www.youtube.com/channel/UC_KPHaRWETPBc-ELkO3H2Yg,Stanley Olisaemeka Afonta,1,0,2020-11-16 22:58:23+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-11-16
36,"Hi Tina, aspiring Data Scientist here who eventually would like to work in FAANG. I have a Mechanical Engineerig background and I just started my Masters program in Analytics. My question is how much of coding do you have to know for a Data Science interview and just having success in the job as a whole? I have a moderate skillset when it comes to programming in R and Python but I wouldn't say I'm anywhere as good as a Software Engineer. 

Also, I've tried looking at leetcode and most if not all the questions I believe are realted to software engineering. Do you think that's a good site to practice for DS interview questions or am i just wasting my time ?",UgwKn6-ZstLDcisoXCV4AaABAg,http://www.youtube.com/channel/UC_KPHaRWETPBc-ELkO3H2Yg,Stanley Olisaemeka Afonta,1,0,2020-11-16 22:40:57+00:00,vx-x-yXXE9I,1,The data science resume that got me my FAANG job (entry level data scientist),2020-11-16
37,"can i ask how about Artificial intelligence and data science ? i think Ai is must more in software engineering right ?",UgyBFC7VXBu27Z1GD5x4AaABAg,http://www.youtube.com/channel/UC3G4CDdqSob5BSwdicDNpMw,Koi cheng lin,3,0,2020-11-16 11:45:31+00:00,JUkSeqe1eYQ,3,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-11-16
38,Thank you for the video!,UgwZalSK5ePys0YKc0N4AaABAg,http://www.youtube.com/channel/UCtu7RQAtRvS-n21z_67mEBw,Daniel Pedraza,1,0,2020-11-16 03:49:44+00:00,_77TxNGR21A,1,Interview with a quant trader,2020-11-16
39,"Can I get a remote ds job here, even when I am from India?",Ugz02_DQ5ZX-P8sdBXd4AaABAg,http://www.youtube.com/channel/UCkvp4fY9qo11ipnbvKBP-xw,Dev bhatnagar,1,0,2020-11-15 11:30:47+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-11-15
40,"very clear, very helpful!",UgxS1hCgxNdsU1kxLJt4AaABAg,http://www.youtube.com/channel/UCwldMYtA_aUxNBslESZjguA,Yue Lyu,1,0,2020-11-15 08:05:31+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-11-15
41,"Thank you, Tina! This video is very helpful!",UgzWe-Qr2r3bBWn0_p54AaABAg,http://www.youtube.com/channel/UCwldMYtA_aUxNBslESZjguA,Yue Lyu,1,0,2020-11-15 07:15:28+00:00,rd1HKwJT6GM,1,Upenn MCIT Program Details and Real Student Experiences - Dr. Arvind Bhusnurmath,2020-11-15
42,Hey Tina! Just came across your page. I’m in a Masters program in Analytics with a Mechanical Engineering background. I’m starting my journey into becoming a Data Scientist and your page seems like it’ll be very helpful. Keep up the great work!,UgxtSpt2JrzkmNaidFR4AaABAg,http://www.youtube.com/channel/UC_KPHaRWETPBc-ELkO3H2Yg,Stanley Olisaemeka Afonta,1,0,2020-11-15 06:12:49+00:00,2goqyY5XBeI,1,Best Data Science Project to Get an Internship or Job (especially if you have no experience),2020-11-15
43,"Great video Tina. Do you think you could do a problem like this one? https://platform.stratascratch.com/coding-question?id=10064&python=
I got an interview for a data science/data engineering position and I've been practicing problems but I want to know your thought process on how you would solve a problem like this. Thank you and keep up the good content!",UgzL02spXKCkkVquY014AaABAg,http://www.youtube.com/channel/UCSGiedKpmQTzNQ5EPIsnH6Q,Matthew Yamamoto,2,0,2020-11-14 12:42:39+00:00,ZSXjj0HW6Kg,2,Data Science SQL Interview Question Walkthrough (real interview style) | SQL Sundays #8,2020-11-14
44,"This is super helpful , gonna binge your other videos. Thankyou.",Ugw0wBMlCK1pirLV8U54AaABAg,http://www.youtube.com/channel/UCpWm2bdifRK3Ux_Jpi1fxSQ,Clayton Pilat,1,0,2020-11-14 10:28:07+00:00,Td-cmLfQ7uU,1,Real Data Science SQL Interview Questions and Answers # 1 | Data Science Interview Questions,2020-11-14
45,"I have experienced in software engineering for years, right now I'm studying phd machine learning engineering for hoping getting high salary. But I'm so disappointed in ML/DS fields, coding is just a little :( so there is no fun anymore",UgzSRgyg-RnohUh-6v94AaABAg,http://www.youtube.com/channel/UC5gyC6IRSWsGrdf1m9UDdbQ,Duy Tran,1,0,2020-11-14 00:17:14+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-11-14
46,So you'll say a FAANG data scientist has one of the most boring andt the same time most exhausting lives ever???,Ugyw9pOsyleozOMQrRR4AaABAg,http://www.youtube.com/channel/UCY2vwJaR5TswvHYEy-YjJmA,hamaslemany,1,0,2020-11-13 23:22:00+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-11-13
47,"Hello Tina, thanks for the video it is really useful. in this questions you used pg instead of mysql and i wonder during the interview, did you got to choose which you want to use?",Ugzd-yfmwTA5SG7oqPl4AaABAg,http://www.youtube.com/channel/UCEGfouNmuj6Mwk6dftcCOvA,Chris Lin,1,0,2020-11-13 22:50:31+00:00,Td-cmLfQ7uU,1,Real Data Science SQL Interview Questions and Answers # 1 | Data Science Interview Questions,2020-11-13
48,Lit intro 😂 and topic is the best I wanted as I was confused 🥺,Ugx10H3bbj07gCnwpMd4AaABAg,http://www.youtube.com/channel/UCD4dMWG6sf24Nw0-YdxLlQQ,SUKHAMRIT SINGH,1,0,2020-11-13 07:53:48+00:00,C8iL4V-y1Qs,1,How I chose my masters degree (as an international student),2020-11-13
49,Can you make a video how to get first internship? and also what are minimum skills I need for data science intern?,UgyokjBR_-EbyqSbHON4AaABAg,http://www.youtube.com/channel/UCc65cLoLnsB8dnue1ryMQwA,Minh Trinh,3,0,2020-11-13 07:23:31+00:00,vaD3ZFFNwhM,3,How I Learned SQL from Scratch in 11 Days for FANG Data Science Interview (includes interview demo),2020-11-13
50,"Hi #Tina_Huang, How are you? Recently I graduated from CSE and now I am studying data science on my own (BI, AI, ML, ETL, Python). I would love to get into Ms in Data science but I can't afford for countries like the USA.  I would love to hear suggestions from you.  
Thank You so much.",UgwdV3EnPKd9B7HaPsx4AaABAg,http://www.youtube.com/channel/UCq9fLxgmHu8wraTCRS4PmQw,Mir M.,1,0,2020-11-13 01:25:04+00:00,C8iL4V-y1Qs,1,How I chose my masters degree (as an international student),2020-11-13
51,"Hi Tina! I am a Undergraduate going for a Bachelor's in Data Analytics. I want to become a Data Scientist and was informed through friends of mine that taking Data Analytics would assist in getting the fundamental's of Data Science (as well as help with statics)😁. My question to you is have you taken any jobs that were in Data Analytics and if so did they help you in become who you are now(an AWESOME Data Scientist)?! Thank you soooo much for your amazing videos, you are amazing!╰(*°▽°*)╯",UgwaAzg08_D2HtQ_znV4AaABAg,http://www.youtube.com/channel/UCxohwkVwgY2KAR6hYstp1ug,Jason Spence,1,2,2020-11-12 19:37:37+00:00,C8iL4V-y1Qs,1,How I chose my masters degree (as an international student),2020-11-12
52,Awesome video. Thanks alot,UgxHc0WNLFUMmmBofNx4AaABAg,http://www.youtube.com/channel/UCd3KfQq5DQ5PspL9Bv4d9Fg,Super Weird,1,0,2020-11-12 18:56:47+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-11-12
53,"Hey, I have a request for you. Is it possible for you to create SQL questions playlist based on most asked questions in interview and in order of topics of SQL(eg: how to use have clause, group, joins, subqueueries, etc ) it would be of great help for people like me who are preparing for interviews. Thank you. Hoping to get a reply from you soon.",UgzpmBZski-6t0crvA54AaABAg,http://www.youtube.com/channel/UCVbByE7kkIVgRdOXjOvSFiQ,Manohar Lakshmana,1,0,2020-11-12 15:05:49+00:00,C8iL4V-y1Qs,1,How I chose my masters degree (as an international student),2020-11-12
54,"select
x.date,
x.non_paying_customers , x.paying_customers
from
(
select
f.date,
sum(case when ad.paying_customer='no' then f.downloads else 0 end ) as non_paying_customers,
sum(case when ad.paying_customer='yes' then f.downloads else 0 end ) as paying_customers
from
ms_user_dimesion as ud,
ms_acc_dimension as ad,
ms_download_facts as f
where
ud.user_id=f.user_id
and ud.acc_id=ad.acc_id
group by date 
) x
where
x.non_paying_customers  > x.paying_customers
order by date asc",Ugw6wNuc2aPlxjlldIx4AaABAg,http://www.youtube.com/channel/UC5KRCqpDH63glB5jVrH2Ncg,neha chauhan,1,0,2020-11-12 14:09:31+00:00,BADhEALNVUA,1,Data Science SQL Interview Question Walkthrough | SQL Sundays #5,2020-11-12
55,Like 56! New to your channel and liking the vibe of your video! Lovely style and appreciate the share. Keep crushing it 🔥👊,Ugzc2hA2FN3CigYwH054AaABAg,http://www.youtube.com/channel/UCXGpjbhJO_61aO5lQ4AJ7wA,DIY FINANCE- Anton Kieu,1,1,2020-11-12 01:52:25+00:00,C8iL4V-y1Qs,1,How I chose my masters degree (as an international student),2020-11-12
56,😢😢 soo cute,Ugw4odgpVLg92xHvybJ4AaABAg,http://www.youtube.com/channel/UCj72bm_2HsnBdPDfD_FpFCA,SHAURYA VARDHAN SINGH,1,0,2020-11-11 20:34:53+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-11-11
57,Really useful material! Thank you!,Ugzb6alc6bHsEvrWoTl4AaABAg,http://www.youtube.com/channel/UCzguT6AOM68ufv8uHURb4Ug,Michelle Rebello,1,0,2020-11-11 15:49:22+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-11-11
58,Hi Tina! I love these SQL Sundays! I sent you a message on LinkedIn about a SQL problem I was stuck on if you don't mind looking at it.,UgzkeqvQuYwDveBTSkp4AaABAg,http://www.youtube.com/channel/UCd_uNTL_XMqdHsZp0OWQn7w,Emily Kuo,1,0,2020-11-10 23:33:24+00:00,n9OTXvYaP5k,1,Real Data Science SQL Interview Questions and Answers # 2 | Data Science Interview Questions,2020-11-10
59,I stumbled on your video via LinkedIn (also sent you an invite)! I recently graduated my bachelor in Data Science and also opted for a Master in Computer Science so I could relate to you. I’m however very worried how my career will look like after and what I will be capable of. I will for sure check out your other videos.,Ugy3rcbuDFi_KnslFrR4AaABAg,http://www.youtube.com/channel/UCchgbNAIMQiyNaIswcWAFEw,Flora,1,0,2020-11-10 20:20:55+00:00,C8iL4V-y1Qs,1,How I chose my masters degree (as an international student),2020-11-10
60,This is so helpful Tina!! Thank you so much <3,Ugz2-BdedHYx88AW5Kp4AaABAg,http://www.youtube.com/channel/UC0JogOxwwRQmDQC_1PrkY7A,Thùy Trang Dương,1,0,2020-11-10 17:57:42+00:00,_77TxNGR21A,1,Interview with a quant trader,2020-11-10
61,"Thank you for the great content.

I am currently undergoing the recruiting process for a Data Science internship with FAANG.

How much more (or less) challenging is the internship interview process compared to a full time Data Scientist position?",UgwcqxBtqjTxMEUw4il4AaABAg,http://www.youtube.com/channel/UCgVLAdrWcFkPVzdSbTtD_rg,Loubriel Ledesma,1,0,2020-11-10 15:21:21+00:00,kO_LUVkKdJM,1,The Ultimate Guide to Land a Data Science Internship | schedule and time management survival guide,2020-11-10
62,"Hey Tina great stuff! So right now I'm working on my bachelor's degree in CS. When I get to Uni, i plan on Minoring in DS. They got me learning Java, but I'd prefer to learn python just because it's much more fun. Should I focus on Java for school? Or should I focus on python because I enjoy it more? btw, I plan on being a data scientist.",Ugyfq7gQzOKVXwd3n-B4AaABAg,http://www.youtube.com/channel/UCqIi15pT7ziweQv8oacMHcg,J C,1,0,2020-11-10 07:27:37+00:00,vx-x-yXXE9I,1,The data science resume that got me my FAANG job (entry level data scientist),2020-11-10
63,I work as a research assistant at an University. Frankly speaking its not adding value to job search. Is it good idea to quit and then search for a job or stay here and find one? Thanks in advance,UgyfpMW8G-T3QnQr9Nl4AaABAg,http://www.youtube.com/channel/UCcdHA9q12vw_BQv4Wm3C2vw,Anunayana,1,0,2020-11-10 03:23:05+00:00,2goqyY5XBeI,1,Best Data Science Project to Get an Internship or Job (especially if you have no experience),2020-11-10
64,This is an amazing video!!! I have a Computer science Honor degree and currently involved in a master of DataScience in Canada. Could we maybe have a connection on LinkedIn?  So appreciate !!!!,UgxpBUBpnWwEnwhRSUh4AaABAg,http://www.youtube.com/channel/UC-beGUVvFxaf0cjzPzbdjJA,Yong Yu,1,0,2020-11-09 21:13:35+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-11-09
65,Hey. I am also trying to change my career track. I am an undergraduate student in Electrical and Electronic engineering. And working as a data analyst in a game dev company. I want to participate in masters program in CS / data science abroad. But the biggest difficulty I will face is my financial condition. Can i get any scholarship in my masters program in US/Canadian Universities?,UgwnEGh7Jx71xTwioYJ4AaABAg,http://www.youtube.com/channel/UCPtRwUhWkr6L-zgsWZCcF4A,Tawheed Rony,2,0,2020-11-09 09:29:29+00:00,C8iL4V-y1Qs,2,How I chose my masters degree (as an international student),2020-11-09
66,"I have a deadline to submit my project at college, can you give me some Data science project idea.? I'm a noob but wanna learn and do it",Ugxocfz_bglL4b5IKrZ4AaABAg,http://www.youtube.com/channel/UC9Zz69NAiRyld1jtDpgAKvA,Divyanshu Srivastava,2,0,2020-11-09 04:31:32+00:00,C8iL4V-y1Qs,2,How I chose my masters degree (as an international student),2020-11-09
